pathway	compound	inchikey
map01110	C05202	DAUPWJBRVZCBQB-AWEZNQCLSA-N
map01110	C05220	LLSADFZHWMEBHH-TYILLQQXSA-N
map01110	C05223	
map01110	C05247	UYMYPMGPARAZNU-UHFFFAOYSA-N
map01110	C05306	ATNHDLDRLWWWCB-AENOIHSZSA-M
map01110	C05307	NSMUHPMZFPKNMZ-IOBBVUIDSA-M
map01110	C05315	QUCQEUCGKKTEBI-UHFFFAOYSA-N
map01110	C05316	RTVFIUBAXAZKSU-UHFFFAOYSA-N
map01110	C05322	DNOMLUPMYHAJIY-KUDFPVQQSA-N
map01110	C05324	KRGPXXHMOXVMMM-CIUDSAMLSA-N
map01110	C05334	HMUJXQRRKBLVOO-AWEZNQCLSA-N
map01110	C05345	BGWGXPAPYGQALX-ARQDHWQXSA-N
map01110	C05366	HGXBRUKMWQGOIE-AFHBHXEDSA-N
map01110	C05378	RNBGYGVWRKECFJ-ARQDHWQXSA-N
map01110	C05379	UFSCUAXLTRFIDC-UHFFFAOYNA-N
map01110	C05382	JDTUMPKOJBQPKX-GBNDHIKLSA-N
map01110	C05414	OVSVTCFNLSGAMM-OUOOUFEBSA-N
map01110	C05421	YVLPJIGOMTXXLP-BHLJUDRVSA-N
map01110	C05427	ITPLBNCCPZSWEU-PYDDKJGSSA-N
map01110	C05430	BIWLELKAFXRPDE-WTXAYMOSSA-N
map01110	C05431	ATCICVFRSJQYDV-XILUKMICSA-N
map01110	C05432	OAIJSZIZWZSQBC-GYZMGTAESA-N
map01110	C05433	ANVAOWXLWRTKGA-JLTXGRSLNA-N
map01110	C05435	HRQKOYFGHJYEFS-BXOLYSJBSA-N
map01110	C05437	CGSJXLIKVBJVRY-XTGBIJOFSA-N
map01110	C05440	SQFQJKZSFOZDJY-UDHQOCSDSA-N
map01110	C05441	MECHNRXZTMCUDQ-RKHKHRCZSA-N
map01110	C05442	HCXVJBMSMIARIN-PHZDYDNGSA-N
map01110	C05443	QYSXJUFSXHHAJI-YRZJJWOYSA-N
map01110	C05535	
map01110	C05539	RVHKMLVNOXVQRH-LURJTMIESA-N
map01110	C05554	KDHHWXGBNUCREU-HOTGVXAUSA-N
map01110	C05556	BYEIJZFKOAXBBV-PGIIIRCOSA-N
map01110	C05557	MIFYHUACUWQUKT-GTQWGBSQSA-N
map01110	C05560	POJWEBKSMOTPNS-SBZSCLMQSA-N
map01110	C05604	JDWYRSDDJVCWPB-LURJTMIESA-N
map01110	C05607	VOXXWSYKYCBWHO-MRVPVSSYSA-N
map01110	C05608	CJXMVKYNVIGQBS-OWOJBTEDSA-N
map01110	C05610	CDICDSOGTRCHMG-ONEGZZNKSA-N
map01110	C05619	YFXWTVLDSKSYLW-NSCUHMNNSA-N
map01110	C05623	OVSQVDMCBVZWGM-QSOFNFLRSA-N
map01110	C05625	IKGXIBQEEMLURG-NVPNHPEKSA-N
map01110	C05627	FUGYGGDSWSUORM-UHFFFAOYSA-N
map01110	C05631	SBHXYTNGIZCORC-ZDUSSCGKSA-N
map01110	C05662	OEJZZCGRGVFWHK-WVZVXSGGSA-N
map01110	C05766	QTTNOSKSLATGQB-UHFFFAOYSA-N
map01110	C05767	DAFUFNRZWDWXJP-JRHDEHKPSA-N
map01110	C05768	WIUGGJKHYQIGNH-UHFFFAOYSA-N
map01110	C05769	VORBHEGMEBOMMB-JRHDEHKPSA-N
map01110	C05770	JWFCYWSMNRLXLX-UJJXFSCMSA-N
map01110	C05777	XLFIRMYGVLUNOY-SXMZNAGASA-M
map01110	C05778	KWIZRXMMFRBUML-AHGFGAHVSA-N
map01110	C05781	
map01110	C05786	INPDFIMLLXXDOQ-AIKFXVFZSA-N
map01110	C05787	SCJLWMXOOYZBTH-BTVQFETGSA-N
map01110	C05791	KSQFFJKKJAEKTB-UHFFFAOYNA-N
map01110	C05795	DOKCNDVEPDZOJQ-RWPZCVJINA-N
map01110	C05797	CQIKWXUXPNUNDV-RCBXBCQGSA-N
map01110	C05807	GWMVTXXXCDWZQS-SDNWHVSQSA-N
map01110	C05817	QJYRAJSESKVEAE-PSASIEDQSA-N
map01110	C05819	CZHYZLLLSCZMRL-NTCAYCPXSA-N
map01110	C05821	SERBHKJMVBATSJ-BZSNNMDCSA-N
map01110	C05837	DNDNWOWHUWNBCK-JZYAIQKZSA-N
map01110	C05838	PMOWTIHVNWZYFI-WAYWQWQTSA-N
map01110	C05839	GVRIYIMNJGULCZ-QLFWQTQQSA-N
map01110	C05847	GVVPGTZRZFNKDS-JXMROGBWSA-N
map01110	C05848	HKIMBCGCVPYUTJ-NTUHNPAUSA-N
map01110	C05849	KUTXFBIHPWIDJQ-LKUDQCMENA-N
map01110	C05851	ZYGHJZDHTFUPRJ-UHFFFAOYSA-N
map01110	C05855	CRVXJSNSTGEXDX-HHMSBIESSA-N
map01110	C05859	JMVSBFJBMXQNJW-PSTDWBAXSA-N
map01110	C05903	IYRMWMYZSQPJKC-UHFFFAOYSA-N
map01110	C05904	XVFMGWDSJLBXDZ-UHFFFAOYSA-O
map01110	C05905	VEVZSMAEJFVWIL-UHFFFAOYSA-O
map01110	C05906	SBZWTSHAFILOTE-SOUVJXGZSA-N
map01110	C05908	JKHRCGUTYDNCLE-UHFFFAOYSA-O
map01110	C05909	ZEACOKJOQLAYTD-SOUVJXGZSA-N
map01110	C05911	USQXPEWRYWRRJD-LBPRGKRZSA-N
map01110	C05912	IGJXAXFFKKRFKU-ISRBKNAYSA-N
map01110	C05913	DKMLMZVDTGOEGU-AIKFXVFZSA-N
map01110	C05933	FQWRAVYMZULPNK-BYPYZUCNSA-N
map01110	C06006	VUQLHQFKACOHNZ-LURJTMIESA-N
map01110	C06007	PDGXJDXVGMHUIR-UJURSFKZSA-N
map01110	C06010	NMDWGEGFJUBKLB-YFKPBYRVSA-N
map01110	C06017	WNUWWHMCMPDGLG-LHBOOPKSSA-N
map01110	C06066	AWQSAIIDOMEEOD-UHFFFAOYNA-N
map01110	C06068	DAVNRFCJMIONPO-UKRRQHHQSA-N
map01110	C06070	PFGBAVLSGZLAAY-JYPFKNLRSA-N
map01110	C06071	KMHXLGLJTQHEIM-OUEWTLASSA-N
map01110	C06074	UAHWPYUMFXYFJY-UHFFFAOYSA-N
map01110	C06081	YHTCXUSSQJMLQD-PSTDWBAXSA-N
map01110	C06082	JLIDBLDQVAYHNE-YKALOCIXSA-N
map01110	C06083	BFNSRKHIVITRJP-VJBYBJRLSA-N
map01110	C06086	XDSYKASBVOZOAG-RAUXBKROSA-N
map01110	C06087	RSWGJHLUYNHPMX-ONCXSQPRSA-N
map01110	C06088	NOFOAYPPHIUXJR-KQNRYIIMSA-N
map01110	C06089	JCAIWDXKLCEQEO-PGHZQYBFSA-N
map01110	C06090	ONVABDHFQKWOSV-ZJXASSBSSA-N
map01110	C06093	ZCTUNYRXJKLWPY-YBNSQJHGSA-N
map01110	C06094	CZEMYYICWZPENF-VOLTXKGXSA-N
map01110	C06095	AXEUUXHMKSPQAI-YTJHIPEWSA-N
map01110	C06098	JKQXZKUSFCKOGQ-QAYBQHTQSA-N
map01110	C06099	XMGQYMWWDOXHJM-JTQLQIEISA-N
map01110	C06160	WZRCQWQRFZITDX-AWEZNQCLSA-N
map01110	C06161	LVVKXRQZSRUVPY-HNNXBMFYSA-N
map01110	C06163	GBUUKFRQPCPYPW-KKSFZXQISA-N
map01110	C06165	SBVRPBAVNZNLKX-UHFFFAOYSA-N
map01110	C06167	ZALYXKJOOUDZCC-UHFFFAOYSA-O
map01110	C06171	XYYVYLMBEZUESM-CMKMFDCUSA-N
map01110	C06172	LJVKMVSYTWPNGA-UWPQDFKNSA-N
map01110	C06173	FQXXSQDCDRQNQE-VMDGZTHMSA-N
map01110	C06174	OROGSEYTTFOCAN-DNJOTXNNSA-N
map01110	C06175	ZKLXUUYLEHCAMF-UUWFMWQGSA-N
map01110	C06176	HKODIGSRFALUTA-JTLQZVBZSA-N
map01110	C06177	HJSJELVDQOXCHO-HTQZYQBOSA-N
map01110	C06178	FDWZAOGDOVQOLD-UHFFFAOYSA-N
map01110	C06180	MTXSIJUGVMTTMU-UHFFFAOYNA-N
map01110	C06181	DWKUKQRKVCMOLP-UHFFFAOYSA-N
map01110	C06182	JEIZLWNUBXHADF-UHFFFAOYNA-N
map01110	C06183	JFMCQBGTUJUOAB-RYUDHWBXSA-N
map01110	C06184	TYHJMEIBGDDCPA-UHFFFAOYNA-N
map01110	C06185	YYIUHLPAZILPSG-SMILAEQMSA-N
map01110	C06304	CRPUJAZIXJMDBK-DTWKUNHWSA-N
map01110	C06307	WTARULDDTDQWMU-IUCAKERBSA-N
map01110	C06308	GRWFGVWFFZKLTI-IUCAKERBSA-N
map01110	C06309	PNJBOAVCVAVRGR-UDCAXGDQSA-N
map01110	C06366	UODZHRGDSPLRMD-UHFFFAOYSA-N
map01110	C06367	LPUFGTSGSICQBX-UHFFFAOYSA-N
map01110	C06368	VHAFWRWGHGSZDL-UHFFFAOYSA-N
map01110	C06394	FUCYIEXQVQJBKY-ZFWWWQNUSA-N
map01110	C06400	CAKGLMPBYAPFCR-UWBMNBDUSA-N
map01110	C06427	DTOSIQBPPRVQHS-PDBXOOCHSA-N
map01110	C06451	SEHJHHHUIGULEI-UHFFFAOYSA-N
map01110	C06452	ZFVCONUOLQASEW-VKHMYHEASA-N
map01110	C06454	YMDXZJFXQJVXBF-STHAYSLISA-N
map01110	C06455	GTTBQSNGUYHPNK-UHFFFAOYSA-N
map01110	C06456	ZJAOAACCNHFJAH-UHFFFAOYSA-N
map01110	C06457	GINJFDRNADDBIN-FXQIFTODSA-N
map01110	C06517	RHMGJTZOFARRHB-ZDUSSCGKSA-N
map01110	C06520	FVEMXQCEJGGXJB-AWEZNQCLSA-N
map01110	C06521	ZEBIACKKLGVLFZ-UHFFFAOYNA-N
map01110	C06522	QMGVPVSNSZLJIA-FVWCLLPLSA-N
map01110	C06524	MYKUKUCHPMASKF-UHFFFAOYNA-N
map01110	C06533	XQYZDYMELSJDRZ-UHFFFAOYSA-N
map01110	C06535	PIJVFDBKTWXHHD-HIFRSBDPSA-N
map01110	C06542	CJDRUOGAGYHKKD-UORGRDHFSA-N
map01110	C06547	VGGSQFUCUMXWEO-UHFFFAOYSA-N
map01110	C06561	YQHMWTPYORBCMF-ZZXKWVIFSA-N
map01110	C06562	PFTAWBLQPZVEMU-DZGCQCFKSA-N
map01110	C06563	TZBJGXHYKVUXJN-UHFFFAOYSA-N
map01110	C06564	MIFYHUACUWQUKT-GPUHXXMPSA-N
map01110	C06565	NNQIJOYQWYKBOW-JWKOBGCHSA-N
map01110	C06566	LXWBXEWUSAABOA-VXSYNFHWSA-N
map01110	C06567	
map01110	C06568	LSRDVUINCBDNAZ-JWKOBGCHSA-N
map01110	C06569	JMCGENBWRIPSAH-LNSLMCEBSA-N
map01110	C06570	OFVLGDICTFRJMM-WESIUVDSSA-N
map01110	C06571	CYDMQBQPVICBEU-XRNKAMNCSA-N
map01110	C06616	MWFRKHPRXPSWNT-QNPWSHAKSA-N
map01110	C06620	FHKRUUVTZNTHKJ-NJIBTWPXSA-N
map01110	C06624	IWVCMVBTMGNXQD-PXOLEDIWSA-N
map01110	C06627	OJQSYBOSDDVFNO-LXGOIASLSA-N
map01110	C06628	WSYJHDYOVBGOSR-UHFFFAOYSA-N
map01110	C06629	WBDQDVXPSGTJAV-UHFFFAOYSA-N
map01110	C06630	WWWXDCNRNMZGEN-UPOWUTDQSA-N
map01110	C06633	CLQUUOKNEOQBSW-KEGKUKQHSA-N
map01110	C06634	PRUSTPADOGZAML-MQLBXLHUSA-N
map01110	C06635	ZFBRGCCVTUPRFQ-HWRKYNCUSA-N
map01110	C06653	IDRYSCOQVVUBIJ-PPGFLMPOSA-N
map01110	C06654	INUFQOJZVFLXMQ-OWYOPICZSA-N
map01110	C06655	OHWCFZJEIHZWMN-LURJTMIESA-N
map01110	C06656	UYADDEKIZFRINK-LURJTMIESA-N
map01110	C06657	MPNWPLYZGCKKFY-VDTYLAMSSA-N
map01110	C06658	NMCINKPVAOXDJH-VDTYLAMSSA-N
map01110	C06659	BONQGFBLZGPXMG-PIYBLCFFSA-N
map01110	C06660	GQHALSXZONOXGJ-WHJCQOFKSA-N
map01110	C06661	NABDJFSYSZIMMH-PBFISZAISA-N
map01110	C06662	HZZVJAQRINQKSD-PBFISZAISA-N
map01110	C06664	WKDDRNSBRWANNC-ATRFCDNQSA-N
map01110	C06669	BSIMZHVOQZIAOY-SCSAIBSYSA-N
map01110	C06689	MYPYJXKWCTUITO-LYRMYLQWSA-N
map01110	C06691	VTIKDEXOEJDMJP-WYUUTHIRSA-N
map01110	C06769	LLMKLMMXMOTPRU-YOAXHERRSA-N
map01110	C06799	QBQXQYSJPWXZJL-LHKCJDRRSA-N
map01110	C06800	OQIQSTLJSLGHID-UHFFFAOYNA-N
map01110	C06801	ULHJWHCSSAEMLW-UEVCKROQSA-N
map01110	C06802	XUFXOAAUWZOOIT-UGEKTDRHSA-N
map01110	C06866	YKPUWZUDDOIDPM-SOFGYWHQSA-N
map01110	C06972	CYQFCXCEBYINGO-IAGOWNOFSA-N
map01110	C07024	DWVQEFBZTUVQKH-XMRAEQSQSA-N
map01110	C07025	VTZWDWJFPLLWGN-XMRAEQSQSA-N
map01110	C07026	WIVGZDLLXCRANL-QYYRPYCUSA-N
map01110	C07027	KFKVKJLSMMCPPC-YCOMJZELSA-N
map01110	C07028	RCAQZKLXYOXGDM-YXDKPKCJSA-N
map01110	C07029	SBVCMDTYCKPOOK-NVWDDTSBSA-N
map01110	C07030	DXFVIAQLRPNPPO-PXBBLBRZSA-N
map01110	C07031	ZMYRMMCUDKHWQQ-PXBBLBRZSA-N
map01110	C07032	LADKVYSQIGJMFP-IYRMOJGWSA-N
map01110	C07044	VSNHCAURESNICA-UHFFFAOYSA-N
map01110	C07130	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
map01110	C07201	JXLYSJRDGCGARV-XQKSVPLYSA-N
map01110	C07204	OGWKCGZFUXNPDA-XQKSVPLYSA-N
map01110	C07277	ZOSQFDVXNQFKBY-FQLHZTMTSA-N
map01110	C07303	SDNPOBCYTJKZSD-XWQDBIPASA-N
map01110	C07304	MTAVTRZTGFLKSC-ONGZBVEHSA-N
map01110	C07349	YFYYWLWHOINTHH-FCHZLITKSA-N
map01110	C07394	RCINICONZNJXQF-VAZQATRQSA-N
map01110	C07474	QCHFTSOMWOSFHM-WPRPVWTQSA-N
map01110	C07475	MXYUKLILVYORSK-HBMCJLEFSA-N
map01110	C07480	YAPQBXQYLJRXSA-UHFFFAOYSA-N
map01110	C07481	RYYVLZVUVIJVGH-UHFFFAOYSA-N
map01110	C07541	ZAGRKAFMISFKIO-QMTHXVAHSA-N
map01110	C07544	XCGSFFUVFURLIX-VGKMIKAESA-N
map01110	C07576	QVDSEJDULKLHCG-UHFFFAOYSA-N
map01110	C07578	QHMBSVQNZZTUGM-ZWKOTPCHSA-N
map01110	C07592	IAKHMKGGTNLKSZ-INIZCTEOSA-N
map01110	C07593	JUVIOZPCNVVQFO-HBGVWJBISA-N
map01110	C07601	FPUXKXIZEIDQKW-TVPHMGRTSA-N
map01110	C07656	CEAZRRDELHUEMR-CAMVTXANSA-N
map01110	C07667	QBKSWRVVCFFDOT-UHFFFAOYSA-N
map01110	C07712	FCKJYANJHNLEEP-XRWYNYHCSA-N
map01110	C07756	HSHGZXNAXBPPDL-HZGVNTEJSA-N
map01110	C08057	DYDCUQKUCUHJBH-UWTATZPHSA-N
map01110	C08262	GWYFCOCPABKNJV-UHFFFAOYSA-N
map01110	C08301	PUAQLLVFLMYYJJ-ZETCQYMHSA-N
map01110	C08304	OCDGBSUVYYVKQZ-UHFFFAOYSA-N
map01110	C08307	KVYNYRIOAYQBFK-AIIPJEMGSA-N
map01110	C08308	LRLXAXGCQUOKIO-LHYVIZPNSA-N
map01110	C08312	SPCIYGNTAMCTRO-UHFFFAOYSA-N
map01110	C08325	XUCIJNAGGSZNQT-JHSLDZJXSA-N
map01110	C08334	WEWBWVMTOYUPHH-QHAQEBJBSA-N
map01110	C08401	MEFPHTVXBPLRLX-ZMHPAJMFSA-N
map01110	C08407	TUSWQPFNQXCPGB-WKWISIMFSA-N
map01110	C08409	GKUMMDFLKGFCKH-URYVQPGZSA-N
map01110	C08412	ZCZCVJVUJGULMO-ZHVGPZTNSA-N
map01110	C08417	CKIJIGYDFNXSET-LFHLZQBKSA-N
map01110	C08418	WGIQZGDVCQDPTG-GBMPTNJUSA-N
map01110	C08426	WWBNBPSEKLOHJU-LPUQOGTASA-N
map01110	C08491	ZNJFBWYDHIGLCU-HWKXXFMVSA-N
map01110	C08492	UFLHIIWVXFIJGU-ARJAWSKDSA-N
map01110	C08526	ASUTZQLVASHGKV-JDFRZJQESA-N
map01110	C08537	ATSKDYKYMQVTGH-POBNKHOBSA-N
map01110	C08538	YQDKULBMDMPFLH-FSRBREEPSA-N
map01110	C08539	XHJKHSXHWJCBLX-AAEUAGOBSA-N
map01110	C08540	DHHFDKNIEVKVKS-FMOSSLLZSA-N
map01110	C08542	MPMOZJNSLITZSA-VSOFAJKKSA-N
map01110	C08543	YSNPSKZBOQYUHH-AFUNOPLTSA-N
map01110	C08544	YUDKHXMQDKVDGU-FMOSSLLZSA-N
map01110	C08552	BRMDRKOAVZEJCS-WPUGSIMNSA-N
map01110	C08557	PDKFHZWVCCZUIF-YJHWCPSBNA-N
map01110	C08565	MBFJCQLVRQZZOV-MRHCINOSSA-N
map01110	C08579	OFNSUWBAQRCHAV-OYQUVCAXSA-N
map01110	C08580	MQZIGYBFDRPAKN-UWFIBFSHSA-N
map01110	C08583	FDSDTBUPSURDBL-DKLMTRRASA-N
map01110	C08584	VYIRVAXUEZSDNC-RDJLEWNRSA-N
map01110	C08585	GVOIABOMXKDDGU-YUURSNASSA-N
map01110	C08586	WGIYGODPCLMGQH-GOXCNPTKSA-N
map01110	C08588	PANKHBYNKQNAHN-MQQNZMFNSA-N
map01110	C08589	SEBIKDIMAPSUBY-RTJKDTQDSA-N
map01110	C08590	NBZANZVJRKXVBH-NHWXEJKLSA-N
map01110	C08591	DMASLKHVQRHNES-FKKUPVFPSA-N
map01110	C08592	QXNWZXMBUKUYMD-QQGJMDNJSA-N
map01110	C08601	KBPHJBAIARWVSC-RGZFRNHPSA-N
map01110	C08604	RKWHWFONKJEUEF-GQUPQBGVSA-O
map01110	C08606	PGYAYSRVSAJXTE-CLONMANBSA-N
map01110	C08607	UGJYMKZYSUMAKJ-ZGMBEONKSA-N
map01110	C08613	AIBOHNYYKWYQMM-MXBSLTGDSA-N
map01110	C08614	SZCBXWMUOPQSOX-WVJDLNGLSA-N
map01110	C08616	JFSHUTJDVKUMTJ-QHPUVITPSA-N
map01110	C08627	QSIMBUYUBYRBSU-ALPBESCQSA-N
map01110	C08628	MQYXUWHLBZFQQO-QGTGJCAVSA-N
map01110	C08637	GGGUGZHBAOMSFJ-GADYQYKKSA-N
map01110	C08641	CMHKKALEZOJWDP-JXKRDHHRSA-O
map01110	C08650	DXDRHHKMWQZJHT-FPYGCLRLSA-N
map01110	C08794	IXQKXEUSCPEQRD-DKRGWESNSA-N
map01110	C08795	DGIGXLXLGBAJJN-TUOUHCSQSA-N
map01110	C08796	SRPHMISUTWFFKJ-QJNWWGCFSA-N
map01110	C08797	NDYMQXYDSVBNLL-MUYMLXPFSA-N
map01110	C08800	NISPVUDLMHQFRQ-MKIKIEMVSA-N
map01110	C08813	OILXMJHPFNGGTO-ZAUYPBDWSA-N
map01110	C08814	IXVMHGVQKLDRKH-KNBKMWSGSA-N
map01110	C08821	OSELKOCHBMDKEJ-WGMIZEQOSA-N
map01110	C08830	BDHQMRXFDYJGII-UEBIAWITSA-N
map01110	C08942	YKOPWPOFWMYZJZ-PRIAQAIDSA-N
map01110	C08946	YURJSTAIMNSZAE-HHNZYBFYSA-N
map01110	C08972	MQUFAARYGOUYEV-UAWZMHPWSA-N
map01110	C09023	XJOOMMHNYOJWCZ-UKRRQHHQSA-N
map01110	C09024	GRTOGORTSDXSFK-XJTZBENFSA-N
map01110	C09028	WYTGDNHDOZPMIW-RCBQFDQVSA-N
map01110	C09060	XDROKJSWHURZGO-UHFFFAOYSA-N
map01110	C09092	QXNWVJOHUAQHLM-AZUAARDMSA-N
map01110	C09094	OJISWRZIEWCUBN-QIRCYJPOSA-N
map01110	C09107	CMKFQVZJOWHHDV-BTSGLNRLSA-N
map01110	C09118	MXYATHGRPJZBNA-KRFUXDQASA-N
map01110	C09131	SAHHMCVYMGARBT-HEESEWQSSA-N
map01110	C09163	ATHWSPHADLLZSS-PXNSSMCTSA-N
map01110	C09183	XVULBTBTFGYVRC-HHUCQEJWSA-N
map01110	C09189	UEDUENGHJMELGK-HYDKPPNVSA-N
map01110	C09190	VOFXXOPWCBSPAA-KCNJUGRMSA-N
map01110	C09239	VTVQHYQGTTVKDE-BZDYDHNVSA-N
map01110	C09241	WYTGDNHDOZPMIW-VBNZEHGJSA-N
map01110	C09244	FNGGIPWAZSFKCN-ACRUOGEOSA-N
map01110	C09263	ILEDWLMCKZNDJK-UHFFFAOYSA-N
map01110	C09265	HAVWRBANWNTOJX-UHFFFAOYSA-N
map01110	C09276	FWYSBEAFFPBAQU-LBPRGKRZSA-N
map01110	C09305	ZCCUUQDIBDJBTK-UHFFFAOYSA-N
map01110	C09315	ORHBXUUXSCNDEV-UHFFFAOYSA-N
map01110	C09320	RSYUFYQTACJFML-DZGCQCFKSA-N
map01110	C09382	HRYLQFBHBWLLLL-AHNJNIBGSA-N
map01110	C09390	DTGZHCFJNDAHEN-OZEXIGSWSA-N
map01110	C09421	AUVVAXYIELKVAI-CKBKHPSWSA-N
map01110	C09581	YLRXAIKMLINXQY-ZDUSSCGKSA-O
map01110	C09592	AKNNEGZIBPJZJG-MSOLQXFVSA-N
map01110	C09593	LMGZCSKYOKDBES-AEFFLSMTSA-N
map01110	C09629	NPNUFJAVOOONJE-GFUGXAQUSA-N
map01110	C09665	CXENHBSYCFFKJS-VDQVFBMKSA-N
map01110	C09666	JSNRRGGBADWTMC-NTCAYCPXSA-N
map01110	C09668	NGGMYCMLYOUNGM-IJIYPQOHSA-N
map01110	C09723	YOVSPTNQHMDJAG-QLFBSQMISA-N
map01110	C09727	PFTAWBLQPZVEMU-UKRRQHHQSA-N
map01110	C09737	FGCUSSRGQNHZRW-UMVBOHGHSA-N
map01110	C09762	FURUXTVZLHCCNA-AWEZNQCLSA-N
map01110	C09769	IBIPGYWNOBGEMH-DILZHRMZSA-N
map01110	C09782	DUAGQYUORDTXOR-GPQRQXLASA-N
map01110	C09804	OJGPEAXUHQRLNC-CEPLBNANSA-N
map01110	C09833	DJOJDHGQRNZXQQ-AWEZNQCLSA-N
map01110	C09839	BQOFWKZOCNGFEC-DTWKUNHWSA-N
map01110	C09844	WEEGYLXZBRQIMU-UHFFFAOYSA-N
map01110	C09847	WTEVQBCEXWBHNA-YFHOEESVSA-N
map01110	C09848	NEHNMFOYXAPHSD-SNVBAGLBSA-N
map01110	C09849	QMVPMAAFGQKVCJ-SNVBAGLBSA-N
map01110	C09880	GRWFGVWFFZKLTI-UHFFFAOYNA-N
map01110	C09893	NZGWDASTMWDZIW-MRVPVSSYSA-N
map01110	C09910	ZHQQRIUYLMXDPP-ZETCQYMHSA-N
map01110	C09987	HGTMGCDIPYGVKA-ZDCRXTMVSA-N
map01110	C10107	IKMDFBPHZNJCSN-UHFFFAOYSA-N
map01110	C10126	SOPPBXUYQGUQHE-JTQLQIEISA-N
map01110	C10157	IDEMKXUAULKYJV-BGYRXZFFSA-N
map01110	C10200	WYIDBNAGSMCMET-UHFFFAOYSA-N
map01110	C10205	ZZIALNLLNHEQPJ-UHFFFAOYSA-N
map01110	C10208	ZQSIJRDFPHDXIC-UHFFFAOYSA-N
map01110	C10287	VLEUZFDZJKSGMX-ONEGZZNKSA-N
map01110	C10428	RUVINXPYWBROJD-ONEGZZNKSA-N
map01110	C10434	QMPHZIPNNJOWQI-GDDAOPKQSA-N
map01110	C10443	ZIUSSTSXXLLKKK-KOBPDPAPSA-N
map01110	C10452	ZFMSMUAANRJZFM-UHFFFAOYSA-N
map01110	C10462	NLDDIKRKFXEWBK-AWEZNQCLSA-N
map01110	C10503	NSRJSISNDPOJOP-BBRMVZONSA-N
map01110	C10516	LZMRDTLRSDRUSU-SJORKVTESA-N
map01110	C10522	KNJNBKINYHZUGC-UHFFFAOYSA-N
map01110	C10556	ZGLXUQQMLLIKAN-SVIJTADQSA-N
map01110	C10557	GMLDZDDTZKXJLU-JKSUJKDBSA-N
map01110	C10632	SMPZPKRDRQOOHT-UHFFFAOYSA-N
map01110	C10641	JHMLNOXMSHURLQ-YEFHWUCQSA-N
map01110	C10646	MHXCIKYXNYCMHY-AUSJPIAWSA-N
map01110	C10682	MATGKVZWFZHCLI-LSDHHAIUSA-N
map01110	C10722	URPVDDXMEZAEJY-UHFFFAOYSA-N
map01110	C10738	FHAGACMCMQYSNX-UHFFFAOYNA-N
map01110	C10763	ANJTVLIZGCUXLD-DTWKUNHWSA-N
map01110	C10773	HDVAWXXJVMJBAR-VHSXEESVSA-N
map01110	C10783	SLRCCWJSBJZJBV-NMWPEEMBSA-N
map01110	C10784	WVOLTBSCXRRQFR-DLBZAZTESA-N
map01110	C10793	ZSCRTFONTNMQBL-NTUHNPAUSA-N
map01110	C10860	FNRXUEYLFZLOEZ-LGGPCSOHSA-N
map01110	C10865	RHWSKVCZXBAWLZ-UHFFFAOYNA-N
map01110	C10874	YJGVMLPVUAXIQN-XVVDYKMHSA-N
map01110	C10886	XJTXBUKLGQCZHC-XFQAVAEZSA-N
map01110	C10945	AXMVYSVVTMKQSL-OWOJBTEDSA-N
map01110	C11130	SGZFJWQQBHYNNF-UHFFFAOYNA-N
map01110	C11242	DSJXIQQMORJERS-AGGZHOMASA-M
map01110	C11250	NNJPGOLRFBJNIW-UHFFFAOYNA-N
map01110	C11351	YFFQDNQRUIYSNO-FUHDGFEASA-N
map01110	C11359	ADKXZIOQKHHDNQ-QMMMGPOBSA-N
map01110	C11382	BQOFWKZOCNGFEC-BDAKNGLRSA-N
map01110	C11388	CDOSHBSSFJOMGT-JTQLQIEISA-N
map01110	C11389	CDOSHBSSFJOMGT-SNVBAGLBSA-N
map01110	C11393	WUOACPNHFRMFPN-SECBINFHSA-N
map01110	C11434	XMWHRVNVKDKBRG-UHNVWZDZSA-N
map01110	C11435	YFAUKWZNPVBCFF-XHIBXCGHSA-N
map01110	C11436	HTJXTKBIUVFUAR-XHIBXCGHSA-N
map01110	C11437	AJPADPZSRRUGHI-RFZPGFLSSA-N
map01110	C11438	DGGZCXUXASNDAC-VXNBTGQKSA-N
map01110	C11442	SAWXMTQYIIZWNU-SLEFKVGVSA-N
map01110	C11447	DDUMLXJZKNWOPY-PBMWHTRASA-N
map01110	C11448	TWUWGOHYNMKFRS-QLBVCIFUSA-N
map01110	C11449	
map01110	C11453	SFRQRNJMIIUYDI-UHNVWZDZSA-N
map01110	C11455	LFQXEZVYNCBVDO-PBJLWWPKSA-N
map01110	C11460	BZFIQNRMGGOSLJ-XGBCXMNYSA-N
map01110	C11461	AWPOZYVMSZJRAL-JPIQNSJLSA-N
map01110	C11468	INZXOXPPCUXFBP-UHFFFAOYSA-N
map01110	C11469	HXCHCVDVKSCDHU-QASIUONNSA-N
map01110	C11508	HLAWVOWADPNAGN-BAHZUFOISA-N
map01110	C11512	GEWDNTWNSAZUDX-WQMVXFAESA-N
map01110	C11522	RSMKYRDCCSNYFM-MUPJWBSFSA-N
map01110	C11523	LPZCCMIISIBREI-JXMPMKKESA-N
map01110	C11620	UZMAPBJVXOGOFT-UHFFFAOYSA-N
