pathway	compound	inchikey
map01110	C00521	XMGQYMWWDOXHJM-SNVBAGLBSA-N
map01110	C00522	OTOIIPJYVQJATP-BYPYZUCNSA-N
map01110	C00527	SYKWLIJQEHRDNH-CKRMAKSASA-N
map01110	C00540	JVNVHNHITFVWIX-KZKUDURGSA-N
map01110	C00553	NOOLISFMXDJSKH-UTLUCORTSA-N
map01110	C00561	NNICRUQPODTGRU-QMMMGPOBSA-N
map01110	C00590	JMFRWRFFLBVWSI-NSCUHMNNSA-N
map01110	C00609	
map01110	C00623	AWUCVROLDVIAJX-VKHMYHEASA-N
map01110	C00624	RFMMMVDNIPUKGG-YFKPBYRVSA-N
map01110	C00630	AEWHYWSPVRZHCT-NDZSKPAWSA-N
map01110	C00631	GXIURPTVHJPJLF-UWTATZPHSA-N
map01110	C00636	HXXFSFRBOHSIMQ-RWOPYEJCSA-N
map01110	C00638	
map01110	C00641	
map01110	C00655	DCTLYFZHFGENCW-UUOKFMHZSA-N
map01110	C00666	GMKMEZVLHJARHF-WHFBIAKZSA-N
map01110	C00668	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
map01110	C00671	JVQYSWDUAOAHFM-BYPYZUCNSA-N
map01110	C00680	GMKMEZVLHJARHF-SYDPRGILSA-N
map01110	C00681	
map01110	C00683	MZFOKIKEPGUZEN-IBNUZSNCSA-N
map01110	C00688	PSXWNITXWWECNY-LPVGZGSHSA-N
map01110	C00689	LABSPYBHMPDTEL-LIZSDCNHSA-N
map01110	C00691	VYEGBDHSGHXOGT-HYFGLKJPSA-N
map01110	C00718	
map01110	C00721	
map01110	C00729	CYHOMWAPJJPNMW-UHFFFAOYSA-N
map01110	C00741	QSJXEFYPDANLFS-UHFFFAOYSA-N
map01110	C00744	UFUYRGNJTFAODM-HQCAVAADSA-N
map01110	C00745	SNICXCGAKADSCV-JTQLQIEISA-N
map01110	C00748	DLKSSIHHLYNIKN-QIISWYHFSA-L
map01110	C00751	YYGNTYWPHWGJRM-AAJYLUCBSA-N
map01110	C00755	MWOOGOJBHIARFG-UHFFFAOYSA-N
map01110	C00757	YBHILYKTIRIUTE-UHFFFAOYSA-N
map01110	C00758	GIJHDGJRTUSBJR-UHFFFAOYSA-N
map01110	C00761	SFLMUHDGSQZDOW-FAOXUISGSA-N
map01110	C00774	VGEREEWJJVICBM-UHFFFAOYSA-N
map01110	C00780	QZAYGJVTTNCVMB-UHFFFAOYSA-N
map01110	C00783	QQXLDOJGLXJCSE-UHFFFAOYNA-N
map01110	C00786	WQCJOKYOIJVEFN-ZDUSSCGKSA-N
map01110	C00805	YGSDEFSMJLZEOE-UHFFFAOYSA-N
map01110	C00808	DSSYKIVIOFKYAU-XCBNKYQSSA-N
map01110	C00810	ROWKJAVDOGWPAT-GSVOUGTGSA-N
map01110	C00811	NGSWKAQJJWESNS-ZZXKWVIFSA-N
map01110	C00814	WUADCCWRTIWANL-UHFFFAOYSA-N
map01110	C00825	SKKLOUVUUNMCJE-FQSMHNGLSA-N
map01110	C00826	MIEILDYWGANZNH-DSQUFTABSA-N
map01110	C00828	PTWSIIUEOFZCHW-NTCAYCPXSA-N
map01110	C00831	ZNXZGRMVNNHPCA-VIFPVBQESA-N
map01110	C00832	UOZODPSAJZTQNH-LSWIJEOBSA-N
map01110	C00841	JWVYQQGERKEAHW-UHFFFAOYSA-N
map01110	C00842	YSYKRGRSMLTJNL-URARBOGNSA-N
map01110	C00843	NFLGAXVYCFJBMK-BDAKNGLRSA-N
map01110	C00844	ZKSZEJFBGODIJW-GMDXDWKASA-N
map01110	C00848	CCBAAZXPXFYPBE-UHFFFAOYNA-N
map01110	C00852	CWVRJTMFETXNAD-JUHZACGLSA-N
map01110	C00858	HKQYGTCOTHHOMP-UHFFFAOYSA-N
map01110	C00859	JLJLRLWOEMWYQK-OBDJNFEBSA-N
map01110	C00860	ZQISRDCJNBUVMM-YFKPBYRVSA-N
map01110	C00864	GHOKWGTUZJEAQD-ZETCQYMHSA-N
map01110	C00877	KFWWCMJSYSSPSK-PAXLJYGASA-N
map01110	C00885	NTGWPRCCOQCMGE-YUMQZZPRSA-N
map01110	C00903	KJPRLNWUNMBNBZ-QPJJXVBHSA-N
map01110	C00908	VEGXETMJINRLTH-BOZYPMBZSA-N
map01110	C00916	HOKIDJSKDBPKTQ-GLXFQSAKSA-N
map01110	C00927	CTNZOGJNVIFEBA-MOKAZRKYSA-N
map01110	C00931	QSHWIQZFGQKFMA-UHFFFAOYSA-N
map01110	C00933	HUJXHFRXWWGYQH-UHFFFAOYSA-O
map01110	C00944	WVMWZWGZRAXUBK-SYTVJDICSA-N
map01110	C00956	OYIFNHCXNCRBQI-BYPYZUCNSA-N
map01110	C00961	UTSVPXMQSFGQTM-DCXZOGHSSA-N
map01110	C00966	PKVVTUWHANFMQC-UHFFFAOYSA-N
map01110	C00974	PADQINQHPQKXNL-LSDHHAIUSA-N
map01110	C00978	MVAWJSIDNICKHF-UHFFFAOYSA-N
map01110	C00979	VZXPDPZARILFQX-BYPYZUCNSA-N
map01110	C00988	ASCFNMCAHFUBCO-UHFFFAOYSA-N
map01110	C01005	BZQFBWGGLXLEPQ-REOHCLBHSA-N
map01110	C01024	WDFJYRZCZIUBPR-UHFFFAOYSA-N
map01110	C01028	FZQOIMPLZAYIKU-YFKPBYRVSA-N
map01110	C01033	LYNVNYDEQMMNMZ-XGXNYEOVSA-N
map01110	C01051	HUHWZXWWOFSFKF-UHFFFAOYSA-N
map01110	C01054	QYIMSPSDBYKPPY-RSKUXYSASA-N
map01110	C01069	QXWFHEDNDCNERW-RFEZBLSLSA-N
map01110	C01079	UHSGPDMIQQYNAX-UHFFFAOYSA-N
map01110	C01083	HDTRYLNUVZCQOY-LIZSDCNHSA-N
map01110	C01091	ZDKMPOJNYNVYLA-PEGGBQQISA-N
map01110	C01100	CWNDERHTHMWBSI-YFKPBYRVSA-N
map01110	C01102	FXDNYOANAXWZHG-VKHMYHEASA-N
map01110	C01107	OKZYCXHTTZZYSK-ZCFIWIBFSA-N
map01110	C01115	SXZYCXMUPBBULW-NEEWWZBLSA-N
map01110	C01118	GNISQJGXJIDKDJ-YFKPBYRVSA-N
map01110	C01121	UUUGVWGQJIFFRM-FUHDGFEASA-N
map01110	C01123	OLAKPNFIICOONC-ZJUUUORDSA-N
map01110	C01126	CRDAMVZIKSXKFV-YFVJMOTDSA-N
map01110	C01134	JDMUPRLRUUMCTL-VIFPVBQESA-N
map01110	C01138	BWVNOTYEDMJNDA-TWBNDLJKSA-N
map01110	C01143	SIGQQUBJQXSAMW-ZCFIWIBFSA-N
map01110	C01144	QHHKKMYHDBRONY-VKBDFPRVSA-N
map01110	C01164	UCTLRSWJYQTBFZ-DDPQNLDTSA-N
map01110	C01165	KABXUUFDPUOJMW-BYPYZUCNSA-N
map01110	C01172	NBSCHQHZLSJFNQ-VFUOTHLCSA-N
map01110	C01175	XRKBRPFTFKKHEF-DGDBGZAXSA-N
map01110	C01179	KKADPXVIOXHVKN-UHFFFAOYSA-N
map01110	C01180	SXFSQZDSUWACKX-UHFFFAOYSA-N
map01110	C01182	YAHZABJORDUQGO-NQXXGFSBSA-N
map01110	C01189	IZVFFXVYBHFIHY-SKCNUYALSA-N
map01110	C01197	QAIPRVGONGVQAS-DUXPYHPUSA-N
map01110	C01209	
map01110	C01214	JXAOTICXQLILTC-CDRYSYESSA-N
map01110	C01221	DCRWHJGCOKPJBN-TWBNDLJKSA-N
map01110	C01226	PMTMAFAPLCGXGK-JMTMCXQRSA-N
map01110	C01230	NGFSMHKFTZROKJ-MMSZMYIBSA-N
map01110	C01234	PAJPWUMXBYXFCZ-UHFFFAOYSA-N
map01110	C01236	IJOJIVNDFQSGAB-SQOUGZDYSA-N
map01110	C01241	
map01110	C01250	BCPSFKBPHHBDAI-LURJTMIESA-N
map01110	C01251	XKJVEVRQMLKSMO-SSDOTTSWSA-N
map01110	C01263	QMXOFBXZEKTJIK-LSDHHAIUSA-N
map01110	C01265	LUJAXSNNYBCFEE-UHFFFAOYSA-N
map01110	C01267	YCFFMSOLUMRAMD-UHFFFAOYSA-N
map01110	C01268	LZEXYCAGPMYXLX-UMMCILCDSA-N
map01110	C01269	QUTYKIXIUDQOLK-PRJMDXOYSA-N
map01110	C01283	AYESCHMRXGYEFV-CDRYSYESSA-N
map01110	C01294	LQSANMIGNWXLNF-CDRYSYESSA-N
map01110	C01298	FXXWDCNDGPHMNA-FUHDGFEASA-N
map01110	C01302	QKMBYNRMPRKVTO-MNOVXSKESA-N
map01110	C01304	OCLCLRXKNJCOJD-UMMCILCDSA-N
map01110	C01326	LELOWRISYMNNSU-UHFFFAOYSA-N
map01110	C01371	
map01110	C01414	ZJMVJDFTNPZVMB-QOCMWZQCNA-N
map01110	C01416	ZPUCINDJVBIVPJ-LJISPDSOSA-N
map01110	C01433	AMBQHHVBBHTQBF-UOUCRYGSSA-N
map01110	C01441	SYJXFKPQNSDJLI-HKEUSBCWSA-N
map01110	C01450	
map01110	C01456	JACRWUWPXAESPB-UHFFFAOYNA-N
map01110	C01457	WBPYTXDJUQJLPQ-VMXQISHHSA-N
map01110	C01477	KZNIFHPLKGYRTM-UHFFFAOYSA-N
map01110	C01479	RKUNBYITZUJHSG-SPUOUPEWSA-N
map01110	C01494	KSEBMYQBYZTDHS-HWKANZROSA-N
map01110	C01500	GLZPCOQZEFWAFX-JXMROGBWSA-N
map01110	C01512	JNNGEAWILNVFFD-CDJYTOATSA-N
map01110	C01513	LJJHXRRUVASJDX-YPNJUMGQSA-N
map01110	C01514	IQPNAANSBPBGFQ-UHFFFAOYSA-N
map01110	C01516	BQJCRHHNABKAKU-KBQPJGBKSA-N
map01110	C01527	SGTCGCCQZOUMJJ-YMILTQATSA-N
map01110	C01557	BGEBZHIAGXMEMV-UHFFFAOYSA-N
map01110	C01561	JWUBBDSIWDLEOM-DTOXIADCSA-N
map01110	C01562	ZZAJQOPSWWVMBI-UHFFFAOYSA-N
map01110	C01575	KWGRBVOPPLSCSI-WPRPVWTQSA-N
map01110	C01594	QLTCHMYAEJEXBT-ZEBDFXRSSA-N
map01110	C01598	DRLFMBDRBRZALE-UHFFFAOYSA-N
map01110	C01604	IOUVKUPGCMBWBT-QNDFHXLGSA-N
map01110	C01610	RXWNCPJZOCPEPQ-NVWDDTSBSA-N
map01110	C01612	
map01110	C01617	CXQWRCVTCMQVQX-LSDHHAIUSA-N
map01110	C01626	CXBGOBGJHGGWIE-ACSXSLCXSA-N
map01110	C01661	AOJJSUZBOXZQNB-TZSSRYMLSA-N
map01110	C01672	VHRGRCVQAFMJIZ-UHFFFAOYSA-N
map01110	C01694	DNVPQKQSNYMLRS-APGDWVJJSA-N
map01110	C01699	IXORZMNAPKEEDV-OBDJNFEBSA-N
map01110	C01701	YIFYYPKWOQSCRI-AZUAARDMSA-N
map01110	C01708	
map01110	C01724	CAHGCLMLTWQZNJ-BQNIITSRSA-N
map01110	C01735	PFBSOANQDDTNGJ-YNHQPCIGSA-N
map01110	C01737	PGBHMTALBVVCIT-VCIWKGPPSA-N
map01110	C01739	NMMOYDKOFASOBV-HKHZIIAMSA-N
map01110	C01743	JGSMDVGTXBPWIM-HKEUSBCWSA-N
map01110	C01745	YCVPRTHEGLPYPB-VOTSOKGWSA-N
map01110	C01748	YNCMLFHHXWETLD-UHFFFAOYSA-N
map01110	C01752	RODXRVNMMDRFIK-UHFFFAOYSA-N
map01110	C01753	KZJWDPNRJALLNS-VJSFXXLFSA-N
map01110	C01759	NSKGQURZWSPSBC-VVPCINPTSA-N
map01110	C01761	BERYBAUEDCRDKM-FDHUPVAHSA-N
map01110	C01762	UBORTCNDUKBEOP-UUOKFMHZSA-N
map01110	C01765	DTGKSKDOIYIVQL-ZCUBBSJVSA-N
map01110	C01769	ROWKJAVDOGWPAT-VKHMYHEASA-N
map01110	C01772	PMOWTIHVNWZYFI-AATRIKPKSA-N
map01110	C01789	SGNBVLSWZMBQTH-PODYLUTMSA-N
map01110	C01795	YYFOFDHQVIODOQ-UHFFFAOYSA-O
map01110	C01804	KGVAAXZLUAKZEO-UHFFFAOYNA-N
map01110	C01822	SBUJHOSQTJFQJX-NOAMYHISSA-N
map01110	C01823	WZDRWYJKESFZMB-FQSMHNGLSA-N
map01110	C01825	WQZGKKKJIJFFOK-DHVFOXMCSA-N
map01110	C01841	YGIVIHRLDOVJLL-DPORPMIOSA-N
map01110	C01851	STECJAGHUSJQJN-MSIGHWPWSA-N
map01110	C01852	CSKKDSFETGLMSB-NRZPKYKESA-N
map01110	C01864	QXKHYNVANLEOEG-UHFFFAOYSA-N
map01110	C01902	ONQRKEUAIJMULO-YBXTVTTCSA-N
map01110	C01907	STQGQHZAVUOBTE-VGBVRHCVSA-N
map01110	C01912	ULGZDMOVFRHVEP-RWJQBGPGSA-N
map01110	C01917	LKKVGKXCMYHKSL-QVNYEEQUSA-N
map01110	C01929	VYOIELONWKIZJS-YFKPBYRVSA-N
map01110	C01935	FYGDTMLNYKFZSV-DZOUCCHMSA-N
map01110	C01941	CTNZOGJNVIFEBA-UPSUJEDGSA-N
map01110	C01943	MMNYKQIDRZNIKT-VSADUBDNSA-N
map01110	C01944	KQMZYOXOBSXMII-CECATXLMSA-N
map01110	C01946	RZPAKFUAFGMUPI-QESOVKLGSA-N
map01110	C01957	PUEUIRDVQIKCCG-ZASXJUAOSA-N
map01110	C02004	YONHOSLUBQJXPR-KCQAQPDRSA-N
map01110	C02029	XXFACTAYGKKOQB-ZETCQYMHSA-N
map01110	C02033	XUFIWSHGXVLULG-IDLVJFIQSA-N
map01110	C02034	VNCQCPQAMDQEBY-YCXUMCKNSA-N
map01110	C02035	OXFPYCSNYOFUCH-KQBHUUJHSA-N
map01110	C02046	RKUNBYITZUJHSG-FXUDXRNXSA-N
map01110	C02059	MBWXNTAXLNYFJB-LKUDQCMENA-N
map01110	C02066	CYHOMWAPJJPNMW-UHFFFAOYSA-N
map01110	C02074	OSJPGOJPRNTSHP-ICYIRATMSA-N
map01110	C02079	HKSZLNNOFSGOKW-ZGQXJOJZSA-N
map01110	C02094	OENHQHLEOONYIE-JLTXGRSLSA-N
map01110	C02105	BHLYRWXGMIUIHG-HNNXBMFYSA-N
map01110	C02106	KNWVMRVOBAFFMH-HNNXBMFYSA-N
map01110	C02134	HYBRYAPKQCZIAE-UHFFFAOYSA-N
map01110	C02139	ANWUQYTXRXCEMZ-NYABAGMLSA-L
map01110	C02141	HUNLTIZKNQDZEI-PGFZVWMDSA-N
map01110	C02151	AUOFTPXWUVYOOQ-VJBMQPMPSA-N
map01110	C02153	QQGLQYQXUKHWPX-LPUQOGTASA-N
map01110	C02162	DFMAXQKDIGCMTL-UHFFFAOYSA-N
map01110	C02191	KSFOVUSSGSKXFI-UJJXFSCMSA-N
map01110	C02247	XLURBJBQJZCJHJ-TYHXJLICSA-N
map01110	C02280	MVMSCBBUIHUTGJ-JGQUBWHWSA-N
map01110	C02291	ILRYLPWNYFXEMH-WHFBIAKZSA-N
map01110	C02325	LZFOPEXOUVTGJS-ONEGZZNKSA-N
map01110	C02344	IAIHUHQCLTYTSF-MRTMQBJTSA-N
map01110	C02394	OOCCDEMITAIZTP-QPJJXVBHSA-N
map01110	C02400	ALZAOGATQMXJKX-UQRCBBHQSA-N
map01110	C02452	NDTYTMIUWGWIMO-SNVBAGLBSA-N
map01110	C02462	KXSDPILWMGFJMM-OPRDCNLKSA-N
map01110	C02463	CSWLXNNNLVVXKD-ZIBVGKFXSA-N
map01110	C02477	GVJHHUAWPYXKBD-IEOSBIPESA-N
map01110	C02483	QUEDXNHFTDJVIY-DQCZWYHMSA-N
map01110	C02485	SEZLYIWMVRUIKT-SECBINFHSA-N
map01110	C02495	ZCTNPCRBEWXCGP-UHFFFAOYSA-N
map01110	C02504	BITYXLXUCSKTJS-ZETCQYMHSA-N
map01110	C02512	BXRLWGXPSRYJDZ-VKHMYHEASA-N
map01110	C02557	MZFOKIKEPGUZEN-FBMOWMAESA-N
map01110	C02591	PJTTXANTBQDXME-UGDNZRGBSA-N
map01110	C02627	DTFAJAKTSMLKAT-JDCCYXBGSA-N
map01110	C02631	NJMGRJLQRLFQQX-HYXAFXHYSA-N
map01110	C02637	SLWWJZMPHJJOPH-PHDIDXHHSA-N
map01110	C02646	PTNLHDGQWUGONS-OWOJBTEDSA-N
map01110	C02657	HCJMNOSIAGSZBM-UHFFFAOYSA-N
map01110	C02659	MWFMGBPGAXYFAR-UHFFFAOYSA-N
map01110	C02666	DKZBBWMURDFHNE-NSCUHMNNSA-N
map01110	C02673	WNKDGPXNFMMOEJ-RNJSZURPSA-N
map01110	C02679	POULHZVOKOAJMA-UHFFFAOYSA-N
map01110	C02723	RMIVMBYMDISYFZ-UHFFFAOYSA-N
map01110	C02730	YIVWQNVQRXFZJB-UHFFFAOYSA-N
map01110	C02737	
map01110	C02739	RKNHJBVBFHDXGR-KEOHHSTQSA-N
map01110	C02741	RTQMRTSPTLIIHM-KEOHHSTQSA-N
map01110	C02798	CHDDAVCOAOFSLD-UHFFFAOYSA-N
map01110	C02811	CXCVEERYMJZMMM-DOCRCCHOSA-N
map01110	C02843	QAQREVBBADEHPA-IEXPHMLFSA-N
map01110	C02880	QBPCOMNNISRCTC-KKNVGXODSA-L
map01110	C02887	DUDGAPSRYCQPBG-UFFNRZRYSA-N
map01110	C02890	AEQDJSLRWYMAQI-KRWDZBQOSA-N
map01110	C02906	KJXSIXMJHKAJOD-LSDHHAIUSA-N
map01110	C02915	IPABSWBNWMXCHM-JTSKRJEESA-N
map01110	C02916	ABXZOXDTHTTZJW-LBPRGKRZSA-N
map01110	C02920	XKHHKXCBFHUOHM-UHFFFAOYSA-N
map01110	C02937	ZLIGRGHTISHYNH-WUXMJOGZSA-N
map01110	C02947	GVECSFFLZYNEBO-PDXJTRCTSA-N
map01110	C02949	LTVXPVBFJBTNIJ-TYHXJLICSA-N
map01110	C02951	XPFCGZWOHNGDSP-UHFFFAOYSA-N
map01110	C02954	NGHVIOIJCVXTGV-ALEPSDHESA-N
map01110	C02987	
map01110	C03004	CNIUEVQJABPUIJ-QMMMGPOBSA-N
map01110	C03005	WVMBPWMAQDVZCM-UHFFFAOYSA-N
map01110	C03044	OWBTYPJTUOEWEK-QWWZWVQMSA-N
map01110	C03046	OWBTYPJTUOEWEK-IMJSIDKUSA-N
map01110	C03082	IXZNKTPIYKDIGG-REOHCLBHSA-N
map01110	C03090	SKCBPEVYGOQGJN-TXICZTDVSA-N
map01110	C03092	YVCUGZBVCHODNB-ZCUBBSJVSA-N
map01110	C03112	XWCFYHBHOFBVIV-JWKOBGCHSA-N
map01110	C03160	KVAQAPQXOXTRAE-HSJNEKGZSA-N
map01110	C03167	YEMKIGUKNDOZEG-UHFFFAOYSA-N
map01110	C03175	QYOJSKGCWNAKGW-PBXRRBTRSA-N
map01110	C03187	ZOSQFDVXNQFKBY-ONRKHWABSA-N
map01110	C03190	VZPAJODTZAAANV-ZCUBBSJVSA-N
map01110	C03198	YHXHKYRQLYQUIH-ZETCQYMHSA-N
map01110	C03206	DUAVZCXHIINBQU-ILGMQVKHSA-N
map01110	C03219	SYJPAKDNFZLSMV-HWKANZROSA-N
map01110	C03232	LFLUCDOSQPJJBE-UHFFFAOYSA-N
map01110	C03240	HQZOLNNEQAKEHT-IBBGRPSASA-N
map01110	C03263	NIUVHXTXUXOFEB-UHFFFAOYSA-N
map01110	C03287	PJRXVIJAERNUIP-VKHMYHEASA-N
map01110	C03300	BTXBYCHDVZGXMF-SVOARWBNSA-N
map01110	C03309	HXLWDALZXJIPSY-LPIRWUFSSA-N
map01110	C03313	BUFJIHPUGZHTHL-NKFFZRIASA-N
map01110	C03319	ZOSQFDVXNQFKBY-CGAXJHMRSA-N
map01110	C03325	WTQYWNWRJNXDEG-KHXRNHLQSA-N
map01110	C03329	VZTUIEROBZXUFA-INIZCTEOSA-N
map01110	C03344	NHNODHRSCRALBF-NQNBQJKNSA-N
map01110	C03345	PMWATMXOQQZNBX-DKBZLLMOSA-N
map01110	C03373	PDACUKOKVHBVHJ-XVFCMESISA-N
map01110	C03401	PECYZEOJVXMISF-REOHCLBHSA-N
map01110	C03406	KDZOASGQNOPSCU-WDSKDSINSA-N
map01110	C03423	UUPDCCPAOMDMPT-HNVSNYHQSA-N
map01110	C03427	RVCNKTPCHZNAAO-UZDKSQMHSA-N
map01110	C03428	ATZKAUGGNMSCCY-VVFNRDJMSA-N
map01110	C03442	LOULRGSWJAXPFN-JHJMUWKLSA-N
map01110	C03461	YHRUHBBTQZKMEX-YFVJMOTDSA-N
map01110	C03470	XBAMJZTXGWPTRM-NTXHKPOFSA-N
map01110	C03506	NQEQTYPJSIEPHW-MNOVXSKESA-N
map01110	C03516	REJJDEGSUOCEEW-RGGAHWMASA-L
map01110	C03567	WBOWBLGZAXVREM-UHFFFAOYNA-N
map01110	C03582	LUKBXSAWLPMMSZ-OWOJBTEDSA-N
map01110	C03590	KXFJZKUFXHWWAJ-UHFFFAOYSA-N
map01110	C03648	FSVMLWOLZHGCQX-SOUVJXGZSA-N
map01110	C03657	VOJUXHHACRXLTD-UHFFFAOYSA-N
map01110	C03677	CUHFIPBCFIPFJM-JXSBNBLESA-O
map01110	C03683	RQQOEIJLJPCYJR-BWKAKNAASA-N
map01110	C03686	JKUJKKGMOZDDJV-ZRNGKTOUSA-N
map01110	C03719	IHTJGIKQNHDTSX-UHFFFAOYSA-N
map01110	C03741	MPUUQNGXJSEWTF-BYPYZUCNSA-N
map01110	C03742	HOOOPXDSCKBLFG-MRVPVSSYSA-N
map01110	C03758	VYFYYTLLBUKUHU-UHFFFAOYSA-N
map01110	C03765	IPRPPFIAVHPVJH-UHFFFAOYSA-N
map01110	C03838	OBQMLSFOUZUIOB-SHUUEZRQSA-N
map01110	C03845	QETLKNDKQOXZRP-XTGBIJOFSA-N
map01110	C03871	UKCSFKLWNHUBDY-BYPYZUCNSA-N
map01110	C03885	YKKKMRBEPIZPBH-XWEAJCOCSA-N
map01110	C03912	DWAKNKKXGALPNW-BYPYZUCNSA-N
map01110	C03944	WSBZDTWHZJNGKQ-ZRNGKTOUSA-N
map01110	C03955	YXKGOSZASIKYPU-ZETCQYMHSA-N
map01110	C03964	JVGVDSSUAVXRDY-MRVPVSSYSA-N
map01110	C03972	CXMBCXQHOXUCEO-BYPYZUCNSA-N
map01110	C03974	
map01110	C04002	BJYPZFUWWJSAKC-ARJAWSKDSA-N
map01110	C04006	INAPMGSXUVUWAF-PTQMNWPWSA-N
map01110	C04043	IADQVXRMSNIUEL-UHFFFAOYSA-N
map01110	C04075	WLZNZXQYFWOBGU-BYPYZUCNSA-N
map01110	C04076	GFXYTQPNNXGICT-YFKPBYRVSA-N
map01110	C04083	HYVABZIGRDEKCD-UHFFFAOYSA-N
map01110	C04118	KDFKJOFJHSVROC-INIZCTEOSA-N
map01110	C04133	FCVIHFVSXHOPSW-YFKPBYRVSA-N
map01110	C04145	IVLBHBFTRNVIAP-MEGGAXOGSA-N
map01110	C04146	IKKLDISSULFFQO-DJMILUHSSA-N
map01110	C04171	INCSWYKICIYAHB-WDSKDSINSA-N
map01110	C04181	DNOPJXBPONYBLB-UHFFFAOYSA-N
map01110	C04216	LSJLEXWXRKTZAJ-YUIIPXGZSA-N
map01110	C04236	HIIZAGQWABAMRR-BYPYZUCNSA-N
map01110	C04268	UIVJXHWSIFBBCY-LPGAPTBISA-N
map01110	C04271	ODMIEGVTNZNSLD-WFASDCNBSA-N
map01110	C04272	JTEYKUFKXGDTEU-VKHMYHEASA-N
map01110	C04280	LXQDZCCPYLOHOJ-CDRYSYESSA-N
map01110	C04290	MZSPRSJAOSKAAT-ZDUSSCGKSA-N
map01110	C04302	PMFMJXPRNJUYMB-GWOFURMSSA-N
map01110	C04308	
map01110	C04332	SXDXRJZUAJBNFL-XKSSXDPKSA-N
map01110	C04350	TVXJJNJGTDWFLD-RMKNXTFCSA-N
map01110	C04351	WJOBFSVTSCWIDG-NGPGYTDTSA-N
map01110	C04376	VDXLUNDMVKSKHO-XVFCMESISA-N
map01110	C04390	KYVLWJXMCBZDRL-BQBZGAKWSA-N
map01110	C04405	PEKYNTFSOBAABV-LQUDNSJZSA-N
map01110	C04411	RNQHMTFBUSSBJQ-CRCLSJGQSA-N
map01110	C04432	
map01110	C04433	NSMIMJYEKVSYMT-RMKNXTFCNA-N
map01110	C04443	WEPBGSIAWZTEJR-UHFFFAOYSA-N
map01110	C04444	KPCRYSMUMBNTCK-UHFFFAOYSA-N
map01110	C04454	RQRINYISXYAZKL-RPDRRWSUSA-N
map01110	C04498	AKIHYQWCLCDMMI-VMPITWQZSA-N
map01110	C04506	
map01110	C04525	SLQKYSPHBZMASJ-QKPORZECSA-N
map01110	C04536	JHTBRMHXRULRGV-NCCDZXNNSA-M
map01110	C04574	NTXGVHCCXVHYCL-NTDVEAECSA-N
map01110	C04578	MLIQIRKAHMVCDD-KGZGCZEESA-N
map01110	C04590	BJLPWUCPFAJINB-UAQSTNRTSA-N
map01110	C04638	WHMXLRRVANEOOG-MVFIEKMPSA-N
map01110	C04640	PMCOGCVKOAOZQM-XVFCMESISA-N
map01110	C04650	IAJOBQBIJHVGMQ-BYPYZUCNSA-N
map01110	C04666	HFYBTHCYPKEDQQ-RITPCOANSA-N
map01110	C04672	YZBZORUZOSCZRN-DCUPSMFCSA-N
map01110	C04673	MMPAYJAQJWVMJV-URDJKYRMSA-N
map01110	C04677	NOTGFIUVDGNKRI-UUOKFMHZSA-N
map01110	C04691	PJWIPEXIFFQAQZ-PUFIMZNGSA-N
map01110	C04712	UKRMDFPJXIVYCZ-BXUZGUMPSA-N
map01110	C04713	DUISZFLWBAPRBR-SDBHATRESA-N
map01110	C04718	KAUZXNDCPVMFCH-UHFFFAOYNA-N
map01110	C04732	XKQZIXVJVUPORE-RPDRRWSUSA-N
map01110	C04734	ABCOOORLYAOBOZ-KQYNXXCUSA-N
map01110	C04748	
map01110	C04751	XFVULMDJZXYMSG-ZIYNGMLESA-N
map01110	C04767	RUBKAAVMXLSLAZ-UVTYLADFSA-N
map01110	C04780	BZXZFDKIRZBJEP-JMTMCXQRSA-N
map01110	C04785	UYQGVDXDXBAABN-FQSPHKRJSA-N
map01110	C04823	NAQGHJTUZRHGAC-ZZZDFHIKSA-N
map01110	C04831	WTGXAWKVZMQEDA-XFWGRBSCSA-N
map01110	C04896	QOUSHGMTBIIAHR-KEOHHSTQSA-N
map01110	C04916	BLKFNHOCHNCLII-GHVQHMAVSA-N
map01110	C05073	WTIJXIZOODAMJT-DHFGXMAYSA-N
map01110	C05080	YJQPYGGHQPGBLI-KGSXXDOSSA-N
map01110	C05103	FOUJWBXBKVVHCJ-LVELUJLUSA-N
map01110	C05108	CHGIKSSZNBCNDW-HFPXORMNSA-N
map01110	C05143	NVLTYOJHPBMILU-YOVYLDAJSA-N
map01110	C05158	GVRIYIMNJGULCZ-ZMKUSUEASA-N
map01110	C05174	FVXCQULKSPVRPK-HNNXBMFYSA-N
map01110	C05175	UXYJCYXWJGAKQY-HNNXBMFYSA-N
map01110	C05176	BOKVLBSSPUTWLV-INIZCTEOSA-N
map01110	C05177	FDABVSXGAMFQQH-XZWHSSHBSA-N
map01110	C05178	BHLYRWXGMIUIHG-OAHLLOKOSA-N
map01110	C05179	GVTRUVGBZQJVTF-YJYMSZOUSA-N
map01110	C05189	GPTFURBXHJWNHR-UHFFFAOYSA-N
map01110	C05190	QRZCXUNTBXMAPR-UHFFFAOYNA-N
map01110	C05191	CIUHLXZTZWTVFL-UHFFFAOYSA-N
map01110	C05193	LEHAJESKGINQOW-UHFFFAOYSA-N
map01110	C05194	JPXUJRDPZQUCNV-UHFFFAOYSA-N
